================== Backpack PROBLEM - INPUT ====================
Number of objects=200
        [id=1, value=835, weight=735]
        [id=66, value=232, weight=132]
        [id=67, value=464, weight=264]
        [id=68, value=696, weight=396]
        [id=69, value=1099, weight=999]
        [id=70, value=1099, weight=999]
        [id=71, value=1029, weight=929]
        [id=72, value=2058, weight=1858]
        [id=73, value=4116, weight=3716]
        [id=74, value=139, weight=39]
        [id=75, value=297, weight=197]
        [id=76, value=602, weight=502]
        [id=77, value=602, weight=502]
        [id=78, value=461, weight=361]
        [id=79, value=922, weight=722]
        [id=80, value=461, weight=361]
        [id=81, value=231, weight=131]
        [id=82, value=462, weight=262]
        [id=83, value=924, weight=524]
        [id=84, value=895, weight=795]
        [id=85, value=1790, weight=1590]
        [id=86, value=1790, weight=1590]
        [id=87, value=888, weight=788]
        [id=88, value=1776, weight=1576]
        [id=89, value=2664, weight=2364]
        [id=90, value=575, weight=475]
        [id=91, value=1150, weight=950]
        [id=92, value=2300, weight=1900]
        [id=93, value=524, weight=424]
        [id=94, value=1048, weight=848]
        [id=95, value=1572, weight=1272]
        [id=96, value=1063, weight=963]
        [id=97, value=2126, weight=1926]
        [id=98, value=1063, weight=963]
        [id=99, value=912, weight=812]
        [id=100, value=1824, weight=1624]
        [id=101, value=3648, weight=3248]
        [id=102, value=2736, weight=2436]
        [id=103, value=1095, weight=995]
        [id=104, value=2190, weight=1990]
        [id=105, value=3285, weight=2985]
        [id=106, value=1042, weight=942]
        [id=107, value=2084, weight=1884]
        [id=108, value=2084, weight=1884]
        [id=109, value=770, weight=670]
        [id=110, value=1540, weight=1340]
        [id=111, value=3080, weight=2680]
        [id=112, value=973, weight=873]
        [id=113, value=1946, weight=1746]
        [id=114, value=1017, weight=917]
        [id=115, value=697, weight=597]
        [id=116, value=1394, weight=1194]
        [id=117, value=2788, weight=2388]
        [id=118, value=697, weight=597]
        [id=119, value=586, weight=486]
        [id=120, value=1172, weight=972]
        [id=121, value=1758, weight=1458]
        [id=122, value=734, weight=634]
        [id=123, value=1468, weight=1268]
        [id=124, value=2936, weight=2536]
        [id=125, value=734, weight=634]
        [id=126, value=437, weight=337]
        [id=127, value=874, weight=674]
        [id=128, value=437, weight=337]
        [id=129, value=365, weight=265]
        [id=130, value=365, weight=265]
        [id=131, value=794, weight=694]
        [id=132, value=1588, weight=1388]
        [id=133, value=2382, weight=2082]
        [id=134, value=987, weight=887]
        [id=135, value=1974, weight=1774]
        [id=136, value=1974, weight=1774]
        [id=137, value=258, weight=158]
        [id=138, value=258, weight=158]
        [id=139, value=907, weight=807]
        [id=140, value=1814, weight=1614]
        [id=141, value=3628, weight=3228]
        [id=142, value=2721, weight=2421]
        [id=143, value=304, weight=204]
        [id=144, value=608, weight=408]
        [id=145, value=1216, weight=816]
        [id=146, value=912, weight=612]
        [id=147, value=575, weight=475]
        [id=148, value=1150, weight=950]
        [id=149, value=2300, weight=1900]
        [id=150, value=1725, weight=1425]
        [id=151, value=300, weight=200]
        [id=152, value=600, weight=400]
        [id=153, value=979, weight=879]
        [id=154, value=1958, weight=1758]
        [id=155, value=220, weight=120]
        [id=156, value=440, weight=240]
        [id=157, value=660, weight=360]
        [id=158, value=958, weight=858]
        [id=159, value=1916, weight=1716]
        [id=160, value=3832, weight=3432]
        [id=161, value=303, weight=203]
        [id=162, value=606, weight=406]
        [id=163, value=606, weight=406]
        [id=164, value=789, weight=689]
        [id=165, value=789, weight=689]
        [id=166, value=832, weight=732]
        [id=167, value=1664, weight=1464]
        [id=168, value=982, weight=882]
        [id=169, value=851, weight=751]
        [id=170, value=1702, weight=1502]
        [id=171, value=3404, weight=3004]
        [id=172, value=686, weight=586]
        [id=173, value=1372, weight=1172]
        [id=174, value=543, weight=443]
        [id=175, value=543, weight=443]
        [id=176, value=303, weight=203]
        [id=177, value=606, weight=406]
        [id=178, value=909, weight=609]
        [id=179, value=864, weight=764]
        [id=180, value=1728, weight=1528]
        [id=181, value=3456, weight=3056]
        [id=182, value=864, weight=764]
        [id=183, value=522, weight=422]
        [id=184, value=1044, weight=844]
        [id=185, value=2088, weight=1688]
        [id=186, value=1044, weight=844]
        [id=187, value=703, weight=603]
        [id=188, value=1406, weight=1206]
        [id=189, value=2812, weight=2412]
        [id=190, value=2109, weight=1809]
        [id=191, value=1021, weight=921]
        [id=192, value=2042, weight=1842]
        [id=193, value=4084, weight=3684]
        [id=194, value=2042, weight=1842]
        [id=195, value=753, weight=653]
        [id=196, value=1506, weight=1306]
        [id=197, value=3012, weight=2612]
        [id=198, value=2259, weight=1959]
        [id=199, value=801, weight=701]
        [id=200, value=1602, weight=1402]
Maximum weight=112648
=================== Backpack SOLUTION 1=============================
Number of objects=104
        [id=108, value=2084, weight=1884]
        [id=114, value=1017, weight=917]
        [id=199, value=801, weight=701]
        [id=44, value=232, weight=132]
        [id=164, value=789, weight=689]
        [id=144, value=608, weight=408]
        [id=39, value=3580, weight=3180]
        [id=109, value=770, weight=670]
        [id=47, value=464, weight=264]
        [id=63, value=711, weight=611]
        [id=157, value=660, weight=360]
        [id=2, value=1670, weight=1470]
        [id=43, value=2664, weight=2364]
        [id=69, value=1099, weight=999]
        [id=107, value=2084, weight=1884]
        [id=175, value=543, weight=443]
        [id=11, value=1260, weight=1060]
        [id=177, value=606, weight=406]
        [id=173, value=1372, weight=1172]
        [id=66, value=232, weight=132]
        [id=156, value=440, weight=240]
        [id=87, value=888, weight=788]
        [id=15, value=330, weight=130]
        [id=42, value=3552, weight=3152]
        [id=191, value=1021, weight=921]
        [id=90, value=575, weight=475]
        [id=37, value=895, weight=795]
        [id=117, value=2788, weight=2388]
        [id=185, value=2088, weight=1688]
        [id=106, value=1042, weight=942]
        [id=49, value=944, weight=744]
        [id=168, value=982, weight=882]
        [id=183, value=522, weight=422]
        [id=58, value=456, weight=356]
        [id=123, value=1468, weight=1268]
        [id=110, value=1540, weight=1340]
        [id=46, value=928, weight=528]
        [id=187, value=703, weight=603]
        [id=179, value=864, weight=764]
        [id=113, value=1946, weight=1746]
        [id=131, value=794, weight=694]
        [id=68, value=696, weight=396]
        [id=12, value=1260, weight=1060]
        [id=111, value=3080, weight=2680]
        [id=98, value=1063, weight=963]
        [id=137, value=258, weight=158]
        [id=28, value=663, weight=563]
        [id=163, value=606, weight=406]
        [id=150, value=1725, weight=1425]
        [id=154, value=1958, weight=1758]
        [id=73, value=4116, weight=3716]
        [id=89, value=2664, weight=2364]
        [id=120, value=1172, weight=972]
        [id=139, value=907, weight=807]
        [id=195, value=753, weight=653]
        [id=125, value=734, weight=634]
        [id=102, value=2736, weight=2436]
        [id=35, value=2556, weight=2156]
        [id=155, value=220, weight=120]
        [id=79, value=922, weight=722]
        [id=172, value=686, weight=586]
        [id=82, value=462, weight=262]
        [id=148, value=1150, weight=950]
        [id=124, value=2936, weight=2536]
        [id=200, value=1602, weight=1402]
        [id=158, value=958, weight=858]
        [id=94, value=1048, weight=848]
        [id=127, value=874, weight=674]
        [id=84, value=895, weight=795]
        [id=198, value=2259, weight=1959]
        [id=95, value=1572, weight=1272]
        [id=3, value=3340, weight=2940]
        [id=103, value=1095, weight=995]
        [id=143, value=304, weight=204]
        [id=86, value=1790, weight=1590]
        [id=6, value=517, weight=417]
        [id=61, value=1302, weight=1102]
        [id=130, value=365, weight=265]
        [id=26, value=3316, weight=2916]
        [id=138, value=258, weight=158]
        [id=93, value=524, weight=424]
        [id=167, value=1664, weight=1464]
        [id=145, value=1216, weight=816]
        [id=133, value=2382, weight=2082]
        [id=56, value=2114, weight=1914]
        [id=45, value=464, weight=264]
        [id=54, value=1052, weight=952]
        [id=67, value=464, weight=264]
        [id=77, value=602, weight=502]
        [id=136, value=1974, weight=1774]
        [id=22, value=1968, weight=1768]
        [id=119, value=586, weight=486]
        [id=27, value=829, weight=729]
        [id=17, value=176, weight=76]
        [id=181, value=3456, weight=3056]
        [id=21, value=984, weight=884]
        [id=100, value=1824, weight=1624]
        [id=36, value=1917, weight=1617]
        [id=116, value=1394, weight=1194]
        [id=81, value=231, weight=131]
        [id=149, value=2300, weight=1900]
        [id=18, value=663, weight=563]
        [id=75, value=297, weight=197]
        [id=146, value=912, weight=612]
Value=132823
Weight=112623
Execution Time:7351784 ns
=================== Backpack SOLUTION 2=============================
Number of objects=100
        [id=199, value=801, weight=701]
        [id=36, value=1917, weight=1617]
        [id=8, value=2068, weight=1668]
        [id=69, value=1099, weight=999]
        [id=37, value=895, weight=795]
        [id=65, value=1042, weight=942]
        [id=32, value=1086, weight=986]
        [id=96, value=1063, weight=963]
        [id=90, value=575, weight=475]
        [id=88, value=1776, weight=1576]
        [id=70, value=1099, weight=999]
        [id=61, value=1302, weight=1102]
        [id=52, value=2764, weight=2364]
        [id=141, value=3628, weight=3228]
        [id=78, value=461, weight=361]
        [id=47, value=464, weight=264]
        [id=117, value=2788, weight=2388]
        [id=176, value=303, weight=203]
        [id=107, value=2084, weight=1884]
        [id=21, value=984, weight=884]
        [id=19, value=1326, weight=1126]
        [id=152, value=600, weight=400]
        [id=72, value=2058, weight=1858]
        [id=130, value=365, weight=265]
        [id=82, value=462, weight=262]
        [id=123, value=1468, weight=1268]
        [id=13, value=1071, weight=971]
        [id=89, value=2664, weight=2364]
        [id=153, value=979, weight=879]
        [id=44, value=232, weight=132]
        [id=151, value=300, weight=200]
        [id=57, value=2114, weight=1914]
        [id=3, value=3340, weight=2940]
        [id=86, value=1790, weight=1590]
        [id=111, value=3080, weight=2680]
        [id=189, value=2812, weight=2412]
        [id=40, value=888, weight=788]
        [id=33, value=639, weight=539]
        [id=132, value=1588, weight=1388]
        [id=112, value=973, weight=873]
        [id=71, value=1029, weight=929]
        [id=177, value=606, weight=406]
        [id=148, value=1150, weight=950]
        [id=156, value=440, weight=240]
        [id=188, value=1406, weight=1206]
        [id=18, value=663, weight=563]
        [id=194, value=2042, weight=1842]
        [id=101, value=3648, weight=3248]
        [id=28, value=663, weight=563]
        [id=124, value=2936, weight=2536]
        [id=133, value=2382, weight=2082]
        [id=164, value=789, weight=689]
        [id=120, value=1172, weight=972]
        [id=83, value=924, weight=524]
        [id=66, value=232, weight=132]
        [id=49, value=944, weight=744]
        [id=109, value=770, weight=670]
        [id=60, value=651, weight=551]
        [id=193, value=4084, weight=3684]
        [id=99, value=912, weight=812]
        [id=42, value=3552, weight=3152]
        [id=95, value=1572, weight=1272]
        [id=158, value=958, weight=858]
        [id=166, value=832, weight=732]
        [id=25, value=1658, weight=1458]
        [id=145, value=1216, weight=816]
        [id=122, value=734, weight=634]
        [id=128, value=437, weight=337]
        [id=173, value=1372, weight=1172]
        [id=174, value=543, weight=443]
        [id=80, value=461, weight=361]
        [id=30, value=1989, weight=1689]
        [id=91, value=1150, weight=950]
        [id=170, value=1702, weight=1502]
        [id=186, value=1044, weight=844]
        [id=115, value=697, weight=597]
        [id=84, value=895, weight=795]
        [id=75, value=297, weight=197]
        [id=4, value=1087, weight=987]
        [id=168, value=982, weight=882]
        [id=169, value=851, weight=751]
        [id=144, value=608, weight=408]
        [id=14, value=165, weight=65]
        [id=56, value=2114, weight=1914]
        [id=10, value=630, weight=530]
        [id=136, value=1974, weight=1774]
        [id=38, value=1790, weight=1590]
        [id=63, value=711, weight=611]
        [id=197, value=3012, weight=2612]
        [id=20, value=1326, weight=1126]
        [id=15, value=330, weight=130]
        [id=31, value=1086, weight=986]
        [id=23, value=2952, weight=2652]
        [id=183, value=522, weight=422]
        [id=135, value=1974, weight=1774]
        [id=146, value=912, weight=612]
        [id=163, value=606, weight=406]
        [id=24, value=829, weight=729]
        [id=50, value=691, weight=591]
        [id=127, value=874, weight=674]
Value=131526
Weight=112626
Execution Time:4327421 ns
=================== Backpack SOLUTION 3=============================
Number of objects=106
        [id=179, value=864, weight=764]
        [id=61, value=1302, weight=1102]
        [id=36, value=1917, weight=1617]
        [id=171, value=3404, weight=3004]
        [id=154, value=1958, weight=1758]
        [id=153, value=979, weight=879]
        [id=17, value=176, weight=76]
        [id=89, value=2664, weight=2364]
        [id=80, value=461, weight=361]
        [id=19, value=1326, weight=1126]
        [id=175, value=543, weight=443]
        [id=131, value=794, weight=694]
        [id=142, value=2721, weight=2421]
        [id=199, value=801, weight=701]
        [id=118, value=697, weight=597]
        [id=122, value=734, weight=634]
        [id=1, value=835, weight=735]
        [id=130, value=365, weight=265]
        [id=133, value=2382, weight=2082]
        [id=86, value=1790, weight=1590]
        [id=60, value=651, weight=551]
        [id=143, value=304, weight=204]
        [id=70, value=1099, weight=999]
        [id=53, value=1052, weight=952]
        [id=7, value=1034, weight=834]
        [id=145, value=1216, weight=816]
        [id=196, value=1506, weight=1306]
        [id=91, value=1150, weight=950]
        [id=55, value=1057, weight=957]
        [id=117, value=2788, weight=2388]
        [id=40, value=888, weight=788]
        [id=190, value=2109, weight=1809]
        [id=26, value=3316, weight=2916]
        [id=43, value=2664, weight=2364]
        [id=72, value=2058, weight=1858]
        [id=124, value=2936, weight=2536]
        [id=113, value=1946, weight=1746]
        [id=191, value=1021, weight=921]
        [id=105, value=3285, weight=2985]
        [id=47, value=464, weight=264]
        [id=5, value=1087, weight=987]
        [id=48, value=472, weight=372]
        [id=13, value=1071, weight=971]
        [id=87, value=888, weight=788]
        [id=66, value=232, weight=132]
        [id=81, value=231, weight=131]
        [id=94, value=1048, weight=848]
        [id=18, value=663, weight=563]
        [id=186, value=1044, weight=844]
        [id=75, value=297, weight=197]
        [id=128, value=437, weight=337]
        [id=109, value=770, weight=670]
        [id=161, value=303, weight=203]
        [id=8, value=2068, weight=1668]
        [id=101, value=3648, weight=3248]
        [id=157, value=660, weight=360]
        [id=83, value=924, weight=524]
        [id=45, value=464, weight=264]
        [id=64, value=1422, weight=1222]
        [id=147, value=575, weight=475]
        [id=148, value=1150, weight=950]
        [id=120, value=1172, weight=972]
        [id=173, value=1372, weight=1172]
        [id=200, value=1602, weight=1402]
        [id=37, value=895, weight=795]
        [id=150, value=1725, weight=1425]
        [id=174, value=543, weight=443]
        [id=44, value=232, weight=132]
        [id=184, value=1044, weight=844]
        [id=58, value=456, weight=356]
        [id=67, value=464, weight=264]
        [id=156, value=440, weight=240]
        [id=46, value=928, weight=528]
        [id=102, value=2736, weight=2436]
        [id=34, value=1278, weight=1078]
        [id=32, value=1086, weight=986]
        [id=27, value=829, weight=729]
        [id=137, value=258, weight=158]
        [id=141, value=3628, weight=3228]
        [id=127, value=874, weight=674]
        [id=82, value=462, weight=262]
        [id=158, value=958, weight=858]
        [id=106, value=1042, weight=942]
        [id=180, value=1728, weight=1528]
        [id=163, value=606, weight=406]
        [id=151, value=300, weight=200]
        [id=77, value=602, weight=502]
        [id=193, value=4084, weight=3684]
        [id=71, value=1029, weight=929]
        [id=140, value=1814, weight=1614]
        [id=62, value=1953, weight=1653]
        [id=160, value=3832, weight=3432]
        [id=169, value=851, weight=751]
        [id=76, value=602, weight=502]
        [id=167, value=1664, weight=1464]
        [id=197, value=3012, weight=2612]
        [id=22, value=1968, weight=1768]
        [id=195, value=753, weight=653]
        [id=16, value=495, weight=195]
        [id=164, value=789, weight=689]
        [id=103, value=1095, weight=995]
        [id=88, value=1776, weight=1576]
        [id=155, value=220, weight=120]
        [id=74, value=139, weight=39]
        [id=15, value=330, weight=130]
        [id=14, value=165, weight=65]
Value=132542
Weight=112542
Execution Time:3497347 ns
=================== Backpack SOLUTION 4=============================
Number of objects=105
        [id=94, value=1048, weight=848]
        [id=199, value=801, weight=701]
        [id=40, value=888, weight=788]
        [id=93, value=524, weight=424]
        [id=116, value=1394, weight=1194]
        [id=84, value=895, weight=795]
        [id=167, value=1664, weight=1464]
        [id=74, value=139, weight=39]
        [id=115, value=697, weight=597]
        [id=171, value=3404, weight=3004]
        [id=183, value=522, weight=422]
        [id=98, value=1063, weight=963]
        [id=1, value=835, weight=735]
        [id=75, value=297, weight=197]
        [id=51, value=1382, weight=1182]
        [id=46, value=928, weight=528]
        [id=195, value=753, weight=653]
        [id=30, value=1989, weight=1689]
        [id=108, value=2084, weight=1884]
        [id=125, value=734, weight=634]
        [id=22, value=1968, weight=1768]
        [id=33, value=639, weight=539]
        [id=132, value=1588, weight=1388]
        [id=177, value=606, weight=406]
        [id=131, value=794, weight=694]
        [id=89, value=2664, weight=2364]
        [id=58, value=456, weight=356]
        [id=83, value=924, weight=524]
        [id=8, value=2068, weight=1668]
        [id=174, value=543, weight=443]
        [id=137, value=258, weight=158]
        [id=181, value=3456, weight=3056]
        [id=4, value=1087, weight=987]
        [id=29, value=1326, weight=1126]
        [id=117, value=2788, weight=2388]
        [id=44, value=232, weight=132]
        [id=64, value=1422, weight=1222]
        [id=21, value=984, weight=884]
        [id=190, value=2109, weight=1809]
        [id=88, value=1776, weight=1576]
        [id=37, value=895, weight=795]
        [id=135, value=1974, weight=1774]
        [id=160, value=3832, weight=3432]
        [id=124, value=2936, weight=2536]
        [id=133, value=2382, weight=2082]
        [id=85, value=1790, weight=1590]
        [id=175, value=543, weight=443]
        [id=32, value=1086, weight=986]
        [id=104, value=2190, weight=1990]
        [id=164, value=789, weight=689]
        [id=38, value=1790, weight=1590]
        [id=100, value=1824, weight=1624]
        [id=19, value=1326, weight=1126]
        [id=113, value=1946, weight=1746]
        [id=166, value=832, weight=732]
        [id=196, value=1506, weight=1306]
        [id=179, value=864, weight=764]
        [id=69, value=1099, weight=999]
        [id=20, value=1326, weight=1126]
        [id=121, value=1758, weight=1458]
        [id=76, value=602, weight=502]
        [id=118, value=697, weight=597]
        [id=50, value=691, weight=591]
        [id=151, value=300, weight=200]
        [id=48, value=472, weight=372]
        [id=101, value=3648, weight=3248]
        [id=140, value=1814, weight=1614]
        [id=191, value=1021, weight=921]
        [id=60, value=651, weight=551]
        [id=122, value=734, weight=634]
        [id=176, value=303, weight=203]
        [id=5, value=1087, weight=987]
        [id=156, value=440, weight=240]
        [id=3, value=3340, weight=2940]
        [id=49, value=944, weight=744]
        [id=144, value=608, weight=408]
        [id=114, value=1017, weight=917]
        [id=65, value=1042, weight=942]
        [id=28, value=663, weight=563]
        [id=10, value=630, weight=530]
        [id=71, value=1029, weight=929]
        [id=187, value=703, weight=603]
        [id=7, value=1034, weight=834]
        [id=2, value=1670, weight=1470]
        [id=147, value=575, weight=475]
        [id=78, value=461, weight=361]
        [id=17, value=176, weight=76]
        [id=152, value=600, weight=400]
        [id=27, value=829, weight=729]
        [id=92, value=2300, weight=1900]
        [id=143, value=304, weight=204]
        [id=142, value=2721, weight=2421]
        [id=59, value=912, weight=712]
        [id=103, value=1095, weight=995]
        [id=155, value=220, weight=120]
        [id=24, value=829, weight=729]
        [id=95, value=1572, weight=1272]
        [id=35, value=2556, weight=2156]
        [id=141, value=3628, weight=3228]
        [id=178, value=909, weight=609]
        [id=184, value=1044, weight=844]
        [id=97, value=2126, weight=1926]
        [id=6, value=517, weight=417]
        [id=157, value=660, weight=360]
        [id=66, value=232, weight=132]
Value=131823
Weight=112623
Execution Time:3661566 ns
=================== Backpack SOLUTION 5=============================
Number of objects=105
        [id=127, value=874, weight=674]
        [id=187, value=703, weight=603]
        [id=28, value=663, weight=563]
        [id=4, value=1087, weight=987]
        [id=195, value=753, weight=653]
        [id=61, value=1302, weight=1102]
        [id=132, value=1588, weight=1388]
        [id=156, value=440, weight=240]
        [id=147, value=575, weight=475]
        [id=67, value=464, weight=264]
        [id=24, value=829, weight=729]
        [id=165, value=789, weight=689]
        [id=52, value=2764, weight=2364]
        [id=34, value=1278, weight=1078]
        [id=172, value=686, weight=586]
        [id=88, value=1776, weight=1576]
        [id=76, value=602, weight=502]
        [id=83, value=924, weight=524]
        [id=198, value=2259, weight=1959]
        [id=186, value=1044, weight=844]
        [id=155, value=220, weight=120]
        [id=128, value=437, weight=337]
        [id=114, value=1017, weight=917]
        [id=142, value=2721, weight=2421]
        [id=168, value=982, weight=882]
        [id=87, value=888, weight=788]
        [id=130, value=365, weight=265]
        [id=25, value=1658, weight=1458]
        [id=108, value=2084, weight=1884]
        [id=32, value=1086, weight=986]
        [id=140, value=1814, weight=1614]
        [id=137, value=258, weight=158]
        [id=3, value=3340, weight=2940]
        [id=72, value=2058, weight=1858]
        [id=190, value=2109, weight=1809]
        [id=14, value=165, weight=65]
        [id=194, value=2042, weight=1842]
        [id=1, value=835, weight=735]
        [id=176, value=303, weight=203]
        [id=133, value=2382, weight=2082]
        [id=162, value=606, weight=406]
        [id=148, value=1150, weight=950]
        [id=138, value=258, weight=158]
        [id=9, value=1034, weight=834]
        [id=112, value=973, weight=873]
        [id=30, value=1989, weight=1689]
        [id=159, value=1916, weight=1716]
        [id=11, value=1260, weight=1060]
        [id=93, value=524, weight=424]
        [id=41, value=1776, weight=1576]
        [id=66, value=232, weight=132]
        [id=8, value=2068, weight=1668]
        [id=86, value=1790, weight=1590]
        [id=117, value=2788, weight=2388]
        [id=143, value=304, weight=204]
        [id=43, value=2664, weight=2364]
        [id=71, value=1029, weight=929]
        [id=180, value=1728, weight=1528]
        [id=184, value=1044, weight=844]
        [id=135, value=1974, weight=1774]
        [id=169, value=851, weight=751]
        [id=188, value=1406, weight=1206]
        [id=123, value=1468, weight=1268]
        [id=58, value=456, weight=356]
        [id=151, value=300, weight=200]
        [id=101, value=3648, weight=3248]
        [id=2, value=1670, weight=1470]
        [id=126, value=437, weight=337]
        [id=173, value=1372, weight=1172]
        [id=110, value=1540, weight=1340]
        [id=74, value=139, weight=39]
        [id=120, value=1172, weight=972]
        [id=149, value=2300, weight=1900]
        [id=113, value=1946, weight=1746]
        [id=40, value=888, weight=788]
        [id=193, value=4084, weight=3684]
        [id=65, value=1042, weight=942]
        [id=179, value=864, weight=764]
        [id=89, value=2664, weight=2364]
        [id=92, value=2300, weight=1900]
        [id=111, value=3080, weight=2680]
        [id=81, value=231, weight=131]
        [id=161, value=303, weight=203]
        [id=97, value=2126, weight=1926]
        [id=18, value=663, weight=563]
        [id=192, value=2042, weight=1842]
        [id=12, value=1260, weight=1060]
        [id=17, value=176, weight=76]
        [id=63, value=711, weight=611]
        [id=13, value=1071, weight=971]
        [id=199, value=801, weight=701]
        [id=157, value=660, weight=360]
        [id=116, value=1394, weight=1194]
        [id=29, value=1326, weight=1126]
        [id=70, value=1099, weight=999]
        [id=85, value=1790, weight=1590]
        [id=96, value=1063, weight=963]
        [id=68, value=696, weight=396]
        [id=20, value=1326, weight=1126]
        [id=21, value=984, weight=884]
        [id=16, value=495, weight=195]
        [id=175, value=543, weight=443]
        [id=98, value=1063, weight=963]
        [id=131, value=794, weight=694]
        [id=15, value=330, weight=130]
Value=131845
Weight=112545
Execution Time:2639475 ns
=================== Backpack SOLUTION 6=============================
Number of objects=94
        [id=194, value=2042, weight=1842]
        [id=78, value=461, weight=361]
        [id=143, value=304, weight=204]
        [id=189, value=2812, weight=2412]
        [id=92, value=2300, weight=1900]
        [id=166, value=832, weight=732]
        [id=25, value=1658, weight=1458]
        [id=48, value=472, weight=372]
        [id=160, value=3832, weight=3432]
        [id=74, value=139, weight=39]
        [id=196, value=1506, weight=1306]
        [id=110, value=1540, weight=1340]
        [id=19, value=1326, weight=1126]
        [id=116, value=1394, weight=1194]
        [id=159, value=1916, weight=1716]
        [id=169, value=851, weight=751]
        [id=88, value=1776, weight=1576]
        [id=104, value=2190, weight=1990]
        [id=135, value=1974, weight=1774]
        [id=59, value=912, weight=712]
        [id=53, value=1052, weight=952]
        [id=142, value=2721, weight=2421]
        [id=14, value=165, weight=65]
        [id=71, value=1029, weight=929]
        [id=137, value=258, weight=158]
        [id=97, value=2126, weight=1926]
        [id=144, value=608, weight=408]
        [id=103, value=1095, weight=995]
        [id=178, value=909, weight=609]
        [id=186, value=1044, weight=844]
        [id=58, value=456, weight=356]
        [id=89, value=2664, weight=2364]
        [id=145, value=1216, weight=816]
        [id=82, value=462, weight=262]
        [id=13, value=1071, weight=971]
        [id=118, value=697, weight=597]
        [id=149, value=2300, weight=1900]
        [id=173, value=1372, weight=1172]
        [id=54, value=1052, weight=952]
        [id=84, value=895, weight=795]
        [id=156, value=440, weight=240]
        [id=127, value=874, weight=674]
        [id=28, value=663, weight=563]
        [id=197, value=3012, weight=2612]
        [id=95, value=1572, weight=1272]
        [id=55, value=1057, weight=957]
        [id=73, value=4116, weight=3716]
        [id=124, value=2936, weight=2536]
        [id=193, value=4084, weight=3684]
        [id=125, value=734, weight=634]
        [id=120, value=1172, weight=972]
        [id=200, value=1602, weight=1402]
        [id=100, value=1824, weight=1624]
        [id=29, value=1326, weight=1126]
        [id=43, value=2664, weight=2364]
        [id=139, value=907, weight=807]
        [id=11, value=1260, weight=1060]
        [id=136, value=1974, weight=1774]
        [id=10, value=630, weight=530]
        [id=21, value=984, weight=884]
        [id=101, value=3648, weight=3248]
        [id=7, value=1034, weight=834]
        [id=162, value=606, weight=406]
        [id=69, value=1099, weight=999]
        [id=72, value=2058, weight=1858]
        [id=18, value=663, weight=563]
        [id=183, value=522, weight=422]
        [id=121, value=1758, weight=1458]
        [id=24, value=829, weight=729]
        [id=93, value=524, weight=424]
        [id=113, value=1946, weight=1746]
        [id=157, value=660, weight=360]
        [id=62, value=1953, weight=1653]
        [id=70, value=1099, weight=999]
        [id=146, value=912, weight=612]
        [id=111, value=3080, weight=2680]
        [id=4, value=1087, weight=987]
        [id=5, value=1087, weight=987]
        [id=108, value=2084, weight=1884]
        [id=47, value=464, weight=264]
        [id=167, value=1664, weight=1464]
        [id=77, value=602, weight=502]
        [id=158, value=958, weight=858]
        [id=27, value=829, weight=729]
        [id=138, value=258, weight=158]
